"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:22:49.3148249 PM","main.exe","24160","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS",""
"12:22:49.3150050 PM","main.exe","24160","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3150528 PM","main.exe","24160","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","AllocationSize: 85,487,616, EndOfFile: 85,487,344, NumberOfLinks: 1, DeletePending: False, Directory: False"
"12:22:49.3150799 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:49.3151656 PM","main.exe","24160","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","AllocationSize: 85,487,616, EndOfFile: 85,487,344, NumberOfLinks: 1, DeletePending: False, Directory: False"
"12:22:49.3152044 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:49.3153010 PM","main.exe","24160","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS",""
"12:22:49.3154676 PM","main.exe","24160","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3155168 PM","main.exe","24160","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","AllocationSize: 85,487,616, EndOfFile: 85,487,344, NumberOfLinks: 1, DeletePending: False, Directory: False"
"12:22:49.3155292 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:49.3155544 PM","main.exe","24160","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","AllocationSize: 85,487,616, EndOfFile: 85,487,344, NumberOfLinks: 1, DeletePending: False, Directory: False"
"12:22:49.3155775 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:49.3156814 PM","main.exe","24160","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","AllocationSize: 85,487,616, EndOfFile: 85,487,344, NumberOfLinks: 1, DeletePending: False, Directory: False"
"12:22:49.3156993 PM","main.exe","24160","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS",""
"12:22:49.3158552 PM","main.exe","24160","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3158986 PM","main.exe","24160","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","AllocationSize: 85,487,616, EndOfFile: 85,487,344, NumberOfLinks: 1, DeletePending: False, Directory: False"
"12:22:49.3159169 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:49.3159407 PM","main.exe","24160","QueryStandardInformationFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","AllocationSize: 85,487,616, EndOfFile: 85,487,344, NumberOfLinks: 1, DeletePending: False, Directory: False"
"12:22:49.3159748 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:49.3637350 PM","main.exe","24160","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS",""
"12:22:49.3659494 PM","main.exe","24160","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3659830 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","CreationTime: 1/28/2026 1:59:11 PM, LastAccessTime: 4/4/2026 12:22:49 PM, LastWriteTime: 1/22/2026 6:17:56 AM, ChangeTime: 2/22/2026 1:31:03 PM, FileAttributes: A"
"12:22:49.3659955 PM","main.exe","24160","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS",""
"12:22:49.3660919 PM","main.exe","24160","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3661306 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:49.3666844 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:49.3667945 PM","main.exe","24160","Load Image","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Image Base: 0x7ffe78a70000, Image Size: 0x50ee000"
"12:22:49.3670724 PM","main.exe","24160","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS",""
"12:22:49.3672611 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 83,316,224, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3727874 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 55,367,680, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3754623 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 83,783,168, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3756932 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 83,762,688, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3758877 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 83,746,304, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3761240 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 55,871,488, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3763667 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 55,420,928, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3765025 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 55,396,352, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3766465 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 55,855,104, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3767956 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 55,384,064, Length: 12,288, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3780112 PM","main.exe","24160","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS",""
"12:22:49.3789062 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 55,359,488, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3820038 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 83,488,256, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3821591 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 55,556,096, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3824994 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 83,430,912, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3826350 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 55,412,736, Length: 8,192, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3827428 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvwgf2umx.dll","SUCCESS","Offset: 55,490,560, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3829578 PM","main.exe","24160","CreateFile","C:\Windows\System32\nvspcap64.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"12:22:49.3845379 PM","main.exe","24160","CreateFile","C:\Windows\System32\nvspcap64.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"12:22:49.3846847 PM","main.exe","24160","CreateFile","C:\Windows\System32\nvspcap64.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"12:22:49.3850393 PM","main.exe","24160","CreateFile","C:\Windows\System32\nvspcap64.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"12:22:49.3853057 PM","main.exe","24160","QueryOpen","D:\Work\FingerDraw\FingerDraw\windows-server\Application\d3d12.dll","NAME NOT FOUND",""
"12:22:49.3855224 PM","main.exe","24160","CreateFile","C:\Windows\System32\D3D12.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3855800 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\D3D12.dll","SUCCESS","CreationTime: 3/11/2026 1:06:40 PM, LastAccessTime: 4/4/2026 12:21:38 PM, LastWriteTime: 3/11/2026 1:06:40 PM, ChangeTime: 3/12/2026 12:16:21 AM, FileAttributes: A"
"12:22:49.3855961 PM","main.exe","24160","CloseFile","C:\Windows\System32\D3D12.dll","SUCCESS",""
"12:22:49.3857119 PM","main.exe","24160","CreateFile","C:\Windows\System32\D3D12.dll","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3857536 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\D3D12.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:49.3857929 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\D3D12.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:49.3858312 PM","main.exe","24160","CloseFile","C:\Windows\System32\D3D12.dll","SUCCESS",""
"12:22:49.3859585 PM","main.exe","24160","QueryOpen","D:\Work\FingerDraw\FingerDraw\windows-server\Application\d3d12.dll","NAME NOT FOUND",""
"12:22:49.3860928 PM","main.exe","24160","CreateFile","C:\Windows\System32\D3D12.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3861206 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\D3D12.dll","SUCCESS","CreationTime: 3/11/2026 1:06:40 PM, LastAccessTime: 4/4/2026 12:22:49 PM, LastWriteTime: 3/11/2026 1:06:40 PM, ChangeTime: 3/12/2026 12:16:21 AM, FileAttributes: A"
"12:22:49.3861299 PM","main.exe","24160","CloseFile","C:\Windows\System32\D3D12.dll","SUCCESS",""
"12:22:49.3862195 PM","main.exe","24160","CreateFile","C:\Windows\System32\D3D12.dll","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3862558 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\D3D12.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:49.3862744 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\D3D12.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:49.3863178 PM","main.exe","24160","CloseFile","C:\Windows\System32\D3D12.dll","SUCCESS",""
"12:22:49.3864565 PM","main.exe","24160","CreateFile","D:\Work\FingerDraw\FingerDraw\windows-server\Application\d3d12.dll","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, AllocationSize: n/a"
"12:22:49.3868049 PM","main.exe","24160","ReadFile","C:\Windows\System32\nvcuda.dll","SUCCESS","Offset: 4,222,464, Length: 14,336, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3871156 PM","main.exe","24160","ReadFile","C:\Windows\System32\nvcuda.dll","SUCCESS","Offset: 4,218,368, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3875443 PM","main.exe","24160","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3875824 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","CreationTime: 1/28/2026 1:59:07 PM, LastAccessTime: 4/4/2026 12:18:59 PM, LastWriteTime: 1/22/2026 6:16:16 AM, ChangeTime: 2/22/2026 1:30:57 PM, FileAttributes: A"
"12:22:49.3877026 PM","main.exe","24160","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS",""
"12:22:49.3878448 PM","main.exe","24160","CreateFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3878939 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:49.3882446 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:49.3883434 PM","main.exe","24160","Load Image","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Image Base: 0x7ffed1720000, Image Size: 0x21dd000"
"12:22:49.3885457 PM","main.exe","24160","CloseFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS",""
"12:22:49.3910353 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 35,036,672, Length: 15,360, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3913519 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,647,552, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3915030 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,446,848, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3916428 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,344,448, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3917474 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,295,296, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3919054 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,270,720, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3920130 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,254,336, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3921713 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,246,144, Length: 8,192, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3922998 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,319,872, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3924185 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 33,089,024, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3925664 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 33,113,600, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3927229 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,393,600, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3928284 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,369,024, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3929404 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 33,166,848, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3956355 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,385,408, Length: 8,192, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3958003 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 33,224,192, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3959364 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,422,272, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3960563 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 34,438,656, Length: 8,192, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3961680 PM","main.exe","24160","ReadFile","C:\Windows\System32\DriverStore\FileRepository\nvlti.inf_amd64_b3badde551342cd6\nvcuda64.dll","SUCCESS","Offset: 33,289,728, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"12:22:49.3965686 PM","main.exe","24160","CreateFile","C:\Windows\System32\nvapi64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3966100 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\nvapi64.dll","SUCCESS","CreationTime: 1/28/2026 1:59:06 PM, LastAccessTime: 4/4/2026 12:21:27 PM, LastWriteTime: 1/22/2026 6:16:02 AM, ChangeTime: 2/22/2026 1:31:04 PM, FileAttributes: A"
"12:22:49.3966216 PM","main.exe","24160","CloseFile","C:\Windows\System32\nvapi64.dll","SUCCESS",""
"12:22:49.3967142 PM","main.exe","24160","CreateFile","C:\Windows\System32\nvapi64.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:49.3967525 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\nvapi64.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:49.3967779 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\nvapi64.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:49.3968937 PM","main.exe","24160","Load Image","C:\Windows\System32\nvapi64.dll","SUCCESS","Image Base: 0x7fff97670000, Image Size: 0x595000"
"12:22:49.3970690 PM","main.exe","24160","Load Image","C:\Windows\System32\setupapi.dll","SUCCESS","Image Base: 0x7fffa68b0000, Image Size: 0x487000"
"12:22:49.3972744 PM","main.exe","24160","Load Image","C:\Windows\System32\oleaut32.dll","SUCCESS","Image Base: 0x7fffa6640000, Image Size: 0xd7000"
"12:22:49.3976031 PM","main.exe","24160","CloseFile","C:\Windows\System32\nvapi64.dll","SUCCESS",""
"12:22:49.3978281 PM","main.exe","24160","QueryNameInformationFile","C:\Windows\System32\setupapi.dll","SUCCESS","Name: \Windows\System32\setupapi.dll"
